質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,注目度,回答競争率,注目/競争比,受付終了まで,URL,本文冒頭
2026/1/11 13:54,ゲーム,うめぇ棒,23時間58分,0,1,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324171877,キセキが育成ウマ娘として実装されたら、脚質適性はどのようになると思われますか？ 競馬にはあまり詳しく...
2026/1/11 13:54,就職活動,chi********,23時間58分,0,2,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324171876,一般大学卒業後に、看護学校に入学し、看護師として１０年過ごしてきました。 公衆衛生などを学び、看護師...
2026/1/11 13:54,パソコン,テイテイ,23時間58分,6,12,0.0,50.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324171875,［急募］ パソコンの裏を外したいんですけど、この形のネジってどんなドライバーを使ったら外せるんですか...
2026/1/11 13:54,アニメ,acc********,23時間58分,1,2,0.0,50.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324171874,A4バインダーに使えるA5リフィル（2ポケット）を探してます。 鬼滅の刃の入場者特典を収納するため、...
2026/1/11 13:54,アニメ,a99721ee4,23時間58分,2,7,0.0,28.57,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324171872,至急お願いします！ ドラえもんの映画で一番好きなものを教えてください。 いつのでも構いません。
2026/1/11 13:54,恋愛相談、人間関係の悩み,1253295113,23時間58分,0,7,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324171873,友達でもない(自分のことを大切にしてくれない)人と体の関係を持ってしまった時どう関係を外せばいいです...
2026/1/11 13:54,X（旧Twitter）,1253280173,23時間58分,0,2,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324171871,Xで流行ってる画像を縦に並べるやつが流れてきすぎてウザいです。普通に画像の方法としては良いと思うので...
2026/1/11 13:54,トレーディングカード,qur********,23時間58分,0,1,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324171869,ポケモンカードについてです。 海外で発売されたゲッコウガexのカードが欲しいのですが今後日本でも発売...
2026/1/11 13:54,ソフトウェア,cyn********,23時間58分,0,6,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324171870,AI KIRIGAMIについての質問です。 無料登録して、notebooklmで作成した１２枚ものの...
2026/1/11 13:54,テレビゲーム全般,1153229523,23時間58分,1,5,0.0,20.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324171868,レトロゲームに詳しいかたに質問です。スーファミソフト未開封の時説明書に袋がついてるときはありますか？
2026/1/11 13:54,これ、探してます,chi********,23時間58分,0,1,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324171867,富山の五洲薬品の入浴剤 パパヤ桃源 バケツに入った商品が欲しいです！ ネット以外でどこに売ってますか...
2026/1/11 13:54,鉄道、列車、駅,T,23時間58分,1,11,0.0,9.09,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324171865,初めて連続乗車券を買ったのですが、使い方が分かりません。 旅行で弁天島から可児駅まで乗車するのですが...
2026/1/11 13:56,政治、社会問題,呉下の阿蒙,23時間56分,0,2,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324171900,日本共産党の党規には極刑があるというのは本当ですか？濃硫酸を浴びせて拷問するとか
2026/1/11 13:56,洗濯、クリーニング,bzw********,23時間56分,2,1,0.0,200.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324171901,ゆず湯にしたら香りが良いので、ゆずを輪切りにしてお湯に入れといたら、湯が白っぽく濁ってしまいました。...
2026/1/11 13:56,携帯型ゲーム全般,1151576568,23時間56分,0,2,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324171898,ハートピアスローライフで、ピンクの家具達が欲しくてTwitterで見たピンクバブルの場所を全部探し回...
2026/1/11 13:55,模型、プラモデル、ラジコン,1150546875,23時間57分,1,0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324171897,タミヤF-35CライトニングII(1/48スケール) を作ろうと思っています 使う塗料が多いですが、...
2026/1/11 13:55,恋愛相談、人間関係の悩み,cc80a8173,23時間57分,1,11,0.0,9.09,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324171896,男性の方にお聞きしたいです。 男性が、特定の異性にたいして 「みると安心する」と言うのは、 その相手...
2026/1/11 13:55,観光地、行楽地,yuk********,23時間57分,0,1,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324171893,神社について質問です。大阪難波にある生國魂神社のお守りなのですが災害除け？みたいなものってあるのでし...
2026/1/11 13:55,資格、習い事,紺雫,23時間57分,0,3,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324171894,【漢字検定について質問】 「ゆ」は、どっちで書いても正解ですか？
2026/1/11 13:55,恋愛相談,非公開,23時間57分,0,7,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324171892,至急！ 中2の女が姉の高校の制服着てハイソックス履いて1時間30分掛けてアミューズメント施設にナンパ...
2026/1/7 11:00,バレーボール,ceefe8068,4日2時間52分,2,2596,0.438,0.08,5.47,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324030268,春高バレーについて。 春高決勝を見たいのですが、スポブルでライブ配信を見るのと、実際現地に行く方どち...
2026/1/8 20:21,ゲーム,abbd7cfdd,2日17時間31分,1,6687,1.701,0.01,170.1,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324080870,【ハートピアスローライフ】滑らかなオークの木と無垢な蛍石はどの場所でどの見た目の岩や木から手に入りま...
