質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,注目度,回答競争率,受付終了まで,URL,本文冒頭
2026/1/11 5:44,ダイエット,あ,0時間7分,0,2,0.286,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161402,テレビでやってた朝昼晩ご飯鍋に置き換えて運動なしで10日で 約4kg？痩せたとかほんとだと思いますか...
2026/1/11 5:44,メンタルヘルス,ゆに,0時間7分,0,2,0.286,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161401,通院を再開した方がいいのかアドバイスください ちょっとした今までの説明も付けておくので、本題だけ読み...
2026/1/11 5:44,ゲーム,ﾐ゜,0時間7分,0,3,0.428,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161400,シャドウバースについて質問です skebでシャドバのキャラを依頼されて描いた方を何人かお見かけしたの...
2026/1/11 5:44,英語,b15000afc,0時間7分,2,1,0.143,200.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161399,英検三級まであと3ヶ月あるかないかなんですよ、英語が全然わからなくても、英検三級用のテキスト、単語帳...
2026/1/11 5:44,政治、社会問題,ID 非公開,0時間7分,3,13,1.857,23.08,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161398,トランプが麻薬撲滅を大義名分にベネズエラ、またメキシコにも侵攻しようとしてますが、そもそもの話、麻薬...
2026/1/11 5:44,メンズ腕時計、アクセサリー,1151930907,0時間7分,2,2,0.286,100.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161397,カルティエの時計を室屋で購入し、ベルトがブカブカだったので近所の時計店に持って行くとカルティエはでき...
2026/1/11 5:43,アニメ、コミック,c69b4bac,0時間8分,1,11,1.375,9.09,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161394,セーラームーンの 「月にかわってお仕置きよ」 というセリフがあると思います。 なぜ、月に変わるのでし...
2026/1/11 5:43,ドラマ,*******,0時間8分,2,9,1.125,22.22,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161392,「野球」から思い浮かぶドラマか映画は何ですか？ １つか2つお願いします。 日本のドラマ、海外のドラマ...
2026/1/11 5:43,政治、社会問題,1251251606,0時間8分,0,8,1.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161390,最近snsでいじめの問題が何個か上がってますがやりすぎじゃないですか？ 加害者の家族全員死んでしまえ...
2026/1/11 5:42,大学受験,1150262714,0時間9分,0,3,0.333,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161388,大至急 東京農工大学の試験結果に関する質問です。 この共通テストの結果は、合格者のみの結果ですか。 ...
2026/1/11 5:42,Instagram,やきうファン,0時間9分,0,1,0.111,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161389,インスタって承認欲求のアプリですか？
2026/1/11 5:42,鉄道、列車、駅,*******,0時間9分,2,12,1.333,16.67,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161387,駅のホームで人も少ない目立たない場所でたったままこっそり買ったパンを立って食べてる女性がよくいるけど...
2026/1/11 5:42,オーディオ,1052142751,0時間9分,0,8,0.889,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161386,サラウンドについての質問です。 （ハイトスピーカーは一旦置いといて） 4.1chか5.1chをベッド...
2026/1/11 5:42,資産運用、投資信託、NISA,20251227/1007,0時間9分,1,11,1.222,9.09,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161385,金が増える三原則は何ですか？無駄遣いしない、金の貸し借りをしない、知らないものに投資しないですか？
2026/1/11 5:42,家族関係の悩み,非公開,0時間9分,0,15,1.666,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161384,私は母に愛されているのでしょうか？ みなさんの意見を教えてほしいです。 少し長くなります。 私は現在...
2026/1/11 5:42,電子マネー、電子決済,j05********,0時間9分,0,5,0.555,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161382,制作開放の案内が来ました。申し込みをしようと支払い選択(paypay)の所まで進んだのですが、やっぱ...
2026/1/11 5:42,政治、社会問題,人生,0時間9分,1,7,0.778,14.29,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161381,アメリカの生活保護どんな物か教えて下さい。
2026/1/11 5:41,携帯型ゲーム全般,ぎん,0時間10分,0,1,0.1,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161379,ぷにぷにについて質問です。 10周年から始めた初心者なのですが イナイレの封印ボスうんめいを仲間にし...
2026/1/11 5:41,声優,wge********,0時間10分,0,1,0.1,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161380,声優って高齢になると高い声が出しにくくなるんですか？ 若いころは高い声を出していたのに、あからさまに...
2026/1/11 5:41,高校受験,af2939600,0時間10分,1,15,1.5,6.67,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161378,受験生です。 担任の先生に学力が足りなくて第一志望は無理だと言われました。ですが、先日第一志望の学校...
2026/1/11 5:41,家族関係の悩み,mih********,0時間10分,5,18,1.8,27.78,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161377,私はよく「あなたは親にきちんと育てられたんだね」と言っていただくことがありますが、その言葉にモヤモヤ...
2026/1/11 5:41,数学,まくまく(お餅ver),0時間10分,1,7,0.7,14.29,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161376,"濃度の相異なる3種類の食塩水A,B,Cがある。 食塩水A100gと食塩水B200gをよくかき混ぜると..."
2026/1/11 5:41,大学院,a,0時間10分,0,2,0.2,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161375,【大学院生の就活について】 現在、大学院受験を予定している文系大学生です。 将来は民間就職を予定して...
2026/1/11 5:41,リズム、音楽ゲーム,匿名,0時間10分,0,1,0.1,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161374,アイナナの10周年イベントどうでしたか？ ライブどのくらいありました？ 雑談多め？ 感想教えてくださ...
2026/1/11 5:40,コミック,やー,0時間11分,2,6,0.545,33.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161372,おすすめの少女漫画教えてください。絵が上手いやつで、最近のものから過去のものまで沢山教えてください！...
2026/1/11 5:40,コミック,c192b5a4,0時間11分,0,3,0.273,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161371,10~15年前だと思うのですが、リボンかちゃおで連載していた漫画の題名を知りたいです。 新体操？バト...
2026/1/11 5:39,健康、病気、病院,あ,0時間12分,5,30,2.5,16.67,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161368,大至急です！ 今日大事なテストを控えています。7時に起きなければならないのですが、今目が覚めました。...
2026/1/11 5:39,家族関係の悩み,vzr********,0時間12分,0,22,1.833,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161366,孫です。学生です。 誰にも言えないのでここで吐かせてください。祖母について。 父に対する愚痴をうっか...
2026/1/11 5:39,楽天市場,名無し,0時間12分,0,9,0.75,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161365,楽天の通販についてです。 https://books.rakuten.co.jp/rb/165516...
2026/1/11 5:38,恋愛相談、人間関係の悩み,natsuki,0時間13分,5,16,1.231,31.25,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161364,緊急！ 占いを見ていて、物凄く気になったんですが、これって、理想が高いとは違いますよね？ 私の場合、...
2026/1/11 5:38,ゲーム,りょくん,0時間13分,0,1,0.077,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161361,このなえとるさんって偽物ですか？教えて欲しいです
2026/1/11 5:38,就職活動,a,0時間13分,2,7,0.538,28.57,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161360,【1度受けた企業の再応募は不利になるか】 大学3年文系です。大学院進学を検討しつつ、就職活動も進めて...
2026/1/10 11:53,スマホアプリ,ito********,17時間58分,7,3981,3.693,0.18,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324131724,最強トレーナーのアプリついてです。 アプリをダウンロードして、アプリを開きアップデートまでしてしまい...
2026/1/4 1:47,iPhone,c3448e7a6,7日4時間4分,3,15161,1.469,0.02,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323917407,今iwaraを開こうとしたらThis page doesn't seem to exist.It l...
2026/1/8 22:22,日本映画,1152829203,2日7時間29分,5,11756,3.531,0.04,あと1日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324085614,映画でっちあげについて質問です。 実話と聞いたのですが、実際に他の生徒に聞いたら分かるものではないの...
2026/1/9 20:28,ポケットモンスター,tyongi0627,1日9時間23分,9,12530,6.256,0.07,あと2日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324113063,最近tiktokやyoutubeに流れる最強トレーナーdxというポケモンのパクリゲーは過去に出たポケ...
2026/1/9 12:47,ポケットモンスター,fse********,1日17時間4分,5,45153,18.325,0.01,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324100076,至急です。 TikTokの広告に流れてきたんですけど、｢最強トレーナー｣というポケモンのアプリがある...
2025/12/30 9:57,Android,ゆ,11日19時間54分,1,0,0.0,0.0,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323763907,XrollっていうのをGoogleで調べて見てしまったんですけど、それってどこかに履歴が残ったりしま...
2026/1/1 13:21,Instagram,mas********,9日16時間30分,1,31038,2.225,0.0,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323829587,Instagramから、「Reset your password」というメールが届きました。 このメ...
2026/1/11 2:38,恋愛相談、人間関係の悩み,bkw********,3時間13分,1,120,0.622,0.83,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324159698,女って、本当にこわい生き物ですね。
2026/1/9 1:09,動画サービス,ace605649,2日4時間42分,1,1656,0.524,0.06,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324090815,85xoというサイトで動画を複数見てしまったのですが、見ただけで違法になって家宅捜査にまでなりますか...
2026/1/8 9:55,ミュージシャン,bf5c9690b,2日19時間56分,8,95025,23.313,0.01,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324064021,ミセスの大森元貴と親密の女性アイドルって誰なんですか！？ 人気若手アイドルA子って書いてますけど。 ...
2026/1/11 5:41,数学,まくまく(お餅ver),0時間10分,1,7,0.7,14.29,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161376,"濃度の相異なる3種類の食塩水A,B,Cがある。 食塩水A100gと食塩水B200gをよくかき混ぜると..."
2026/1/11 5:41,大学院,a,0時間10分,0,2,0.2,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161375,【大学院生の就活について】 現在、大学院受験を予定している文系大学生です。 将来は民間就職を予定して...
2026/1/11 5:41,リズム、音楽ゲーム,匿名,0時間10分,0,1,0.1,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161374,アイナナの10周年イベントどうでしたか？ ライブどのくらいありました？ 雑談多め？ 感想教えてくださ...
2026/1/11 5:40,コミック,やー,0時間11分,2,6,0.545,33.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161372,おすすめの少女漫画教えてください。絵が上手いやつで、最近のものから過去のものまで沢山教えてください！...
2026/1/11 5:40,コミック,c192b5a4,0時間11分,0,3,0.273,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161371,10~15年前だと思うのですが、リボンかちゃおで連載していた漫画の題名を知りたいです。 新体操？バト...
2026/1/11 5:39,健康、病気、病院,あ,0時間12分,5,30,2.5,16.67,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161368,大至急です！ 今日大事なテストを控えています。7時に起きなければならないのですが、今目が覚めました。...
2026/1/11 5:39,家族関係の悩み,vzr********,0時間12分,0,25,2.083,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161366,孫です。学生です。 誰にも言えないのでここで吐かせてください。祖母について。 父に対する愚痴をうっか...
2026/1/11 5:39,楽天市場,名無し,0時間12分,0,9,0.75,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161365,楽天の通販についてです。 https://books.rakuten.co.jp/rb/165516...
2026/1/11 5:38,恋愛相談、人間関係の悩み,natsuki,0時間13分,5,16,1.231,31.25,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161364,緊急！ 占いを見ていて、物凄く気になったんですが、これって、理想が高いとは違いますよね？ 私の場合、...
2026/1/11 5:38,ゲーム,りょくん,0時間13分,0,1,0.077,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161361,このなえとるさんって偽物ですか？教えて欲しいです
2026/1/11 5:38,就職活動,a,0時間13分,2,7,0.538,28.57,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161360,【1度受けた企業の再応募は不利になるか】 大学3年文系です。大学院進学を検討しつつ、就職活動も進めて...
2026/1/11 5:38,大学受験,非公開,0時間13分,0,3,0.231,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161359,立教大学英米文学学科についてです。 英検利用で換算４００点満点と考えた場合、国社で何点くらい取れば良...
2026/1/11 5:38,病院、検査,a6146628,0時間13分,1,5,0.385,20.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161358,大学病院のがんセンターで数年前に治療して 再入院になった場合、患者さんが入院中なにか あった場合の連...
2026/1/11 5:38,邦楽,lD非公開,0時間13分,0,2,0.154,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161357,令和でデビューした人で浜田省吾みたいな音楽を演るミュージシャンを教えてください？
2026/1/11 5:38,イヌ,プレッツェル,0時間13分,2,0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161356,ペットの犬に顔を舐められまくります(後半ちょい自慢かも) 生後4ヶ月ほどのわんちゃんを飼っていますが...
2026/1/11 5:38,メイク、コスメ,a52136967,0時間13分,0,10,0.769,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161355,明日成人式なんですが、今日眉毛サロンに行くのはやめといた方がいいですか？ 前回(1年前くらい)眉毛サ...
2026/1/11 5:37,車検、メンテナンス,kat********,0時間14分,2,11,0.786,18.18,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161354,タイヤサイズについて。 トヨタTANKのタイヤ交換をしたいのですが、今付いているのが 165/60R...
2026/1/11 5:37,交通事故,shi********,0時間14分,0,5,0.357,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161353,片側一車線の道路です。 反対側の車線に商店街の駐車場から入ろうとした 車が、ハンドルの切り方が甘く（...
2026/1/11 5:37,飲食店,leuk,0時間14分,0,0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161352,ハーフサイズ専門店とか、一口だけ専門店とか、少なめ量の専門店とか、そういう飲食店って、少食の人や高齢...
2026/1/11 5:37,大学受験,b6be243e0,0時間14分,0,1,0.071,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161351,Kパックについて 今回690点だったのですが本番ではどれくらいとれそうですか 理系です 受験 大学 ...
2026/1/11 5:37,恋愛相談、人間関係の悩み,aph********,0時間14分,0,4,0.286,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161350,三連休は無職がバレないから引きこもりや浪人生は元気になるんですか？
2026/1/11 5:36,恋愛相談,1151271628,0時間15分,3,30,2.0,10.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161347,彼氏以外の人とスキンシップしてしまいました。彼氏以外の男性に、肩を組んだり、腕を掴んで介抱してもらい...
2026/1/11 5:36,Google フォト,非公開,0時間15分,0,3,0.2,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161346,Googleフォトの写真を削除したらゴミ箱に入ってるのと入ってないのがあるのはなぜでしょうか？
2026/1/11 5:36,恋愛相談、人間関係の悩み,250123,0時間15分,2,15,1.0,13.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161345,学生です。自分の顔が嫌いです。 私は彼氏が出来たことがありません。 兄はいわゆるイケメンで、凄くモテ...
2026/1/11 5:36,大学受験,官職剥奪,0時間15分,0,3,0.2,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161344,早稲田文学部の国語はなぜあんなにも平均点が高いんですか？ 難易度的には早稲田の中でも難しい部類に感じ...
2026/1/11 5:36,恋愛相談、人間関係の悩み,☆☆☆☆☆☆☆☆☆☆,0時間15分,1,2,0.133,50.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161342,ポケモンのマリィは好きですか？
2026/1/11 5:36,宗教,jce********,0時間15分,0,3,0.2,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161341,聖書の「宮清め」の章は、どういう意味の逸話なんでしょうか？
2026/1/11 5:35,コミック,af2939600,0時間16分,4,10,0.625,40.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161340,2023年頃に発売された漫画の新品が欲しいのですが、何か買う方法はないでしょうか？ 一通りの通販サイ...
2026/1/11 5:35,法律相談,Even,0時間16分,0,3,0.187,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161339,親戚が影で糸を引いているのに、私の家族はその親戚をかなり信用してます。 その親戚は私を陥れて財産横取...
2026/1/11 5:35,ペット,a506b1b3f,0時間16分,1,4,0.25,25.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161338,フェレットをケージ飼いしているのですが、 フェレットが中にいる状態で急にケージを「ガッシャーン」と強...
2026/1/11 5:34,iPhone,匿名,0時間17分,0,0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161337,Apple TV についてです。 アカウントを消したいのですが、どうやったらいいのでしょうか？ あと...
2026/1/11 5:34,恋愛相談、人間関係の悩み,dfv********,0時間17分,2,16,0.941,12.5,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161336,2024年10月〜26歳の同い年の彼とお付き合いしています。 2025年10月〜同棲開始しました。 ...
2026/1/11 5:34,絵画,あい,0時間17分,1,7,0.412,14.29,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161335,やっぱりibispaintとかの絵の技術って、知識がないとかなり厳しいですね。完全にマスターすればそ...
2026/1/11 5:34,CM,b4cfd208,0時間17分,0,6,0.353,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161334,偶然見たホンダのCMなんですけど、1番最後に出る方って誰ですか？教えてください https://yo...
2026/1/11 5:34,ゲーム,1151224072,0時間17分,1,3,0.176,33.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161333,最近サンブレイクを始めた人です！ 先ほど傀異錬成で、欠けなしの風纏1＋体力回復量1＋スロ1が出てきた...
2026/1/11 5:34,邦楽,1153256361,0時間17分,0,13,0.765,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161332,平成ソング？の質問です！ うろ覚えでリズムも分からず歌詞も合ってるかは分からないのですが 「会いたく...
2026/1/11 5:34,健康、病気、病院,c8350dcd0,0時間17分,0,2,0.118,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161331,50代女性です。 右股関節あたりにいつも違和感があります。 ひどく痛いとかではなく、左に比べて動きが...
2026/1/11 5:34,結婚,1051908376,0時間17分,1,4,0.235,25.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161330,結婚をされてる方に質問です。既婚、独身のメリットデメリットの意見を聞かせて欲しいです。また結婚前と結...
2026/1/11 5:34,恋愛相談、人間関係の悩み,Tsgt.Noda,0時間17分,1,0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161329,職場で嫁と知り合う直前まで自分を振り回してたフィリピン人の彼女擬きですが、余りにもすんなり別れに応じ...
2026/1/11 5:34,メンズ全般,か,0時間17分,0,3,0.176,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161328,カナダグースのダウンのブラックレーベルについて質問です。こちらのダウンを購入しようと思っているのです...
2026/1/10 11:53,スマホアプリ,ito********,17時間58分,7,4001,3.711,0.17,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324131724,最強トレーナーのアプリついてです。 アプリをダウンロードして、アプリを開きアップデートまでしてしまい...
2026/1/4 1:47,iPhone,c3448e7a6,7日4時間4分,3,15166,1.469,0.02,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323917407,今iwaraを開こうとしたらThis page doesn't seem to exist.It l...
2026/1/8 22:22,日本映画,1152829203,2日7時間29分,5,11764,3.534,0.04,あと1日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324085614,映画でっちあげについて質問です。 実話と聞いたのですが、実際に他の生徒に聞いたら分かるものではないの...
2026/1/9 20:28,ポケットモンスター,tyongi0627,1日9時間23分,9,12538,6.26,0.07,あと2日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324113063,最近tiktokやyoutubeに流れる最強トレーナーdxというポケモンのパクリゲーは過去に出たポケ...
2026/1/9 12:47,ポケットモンスター,fse********,1日17時間4分,5,45157,18.327,0.01,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324100076,至急です。 TikTokの広告に流れてきたんですけど、｢最強トレーナー｣というポケモンのアプリがある...
2025/12/30 9:57,Android,ゆ,11日19時間54分,1,0,0.0,0.0,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323763907,XrollっていうのをGoogleで調べて見てしまったんですけど、それってどこかに履歴が残ったりしま...
2026/1/1 13:21,Instagram,mas********,9日16時間30分,1,31042,2.225,0.0,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12323829587,Instagramから、「Reset your password」というメールが届きました。 このメ...
2026/1/11 2:38,恋愛相談、人間関係の悩み,bkw********,3時間13分,1,122,0.632,0.82,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324159698,女って、本当にこわい生き物ですね。
2026/1/9 1:09,動画サービス,ace605649,2日4時間42分,1,1662,0.526,0.06,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324090815,85xoというサイトで動画を複数見てしまったのですが、見ただけで違法になって家宅捜査にまでなりますか...
2026/1/8 9:55,ミュージシャン,bf5c9690b,2日19時間56分,8,95028,23.314,0.01,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324064021,ミセスの大森元貴と親密の女性アイドルって誰なんですか！？ 人気若手アイドルA子って書いてますけど。 ...
2026/1/11 5:38,イヌ,プレッツェル,0時間13分,2,0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161356,ペットの犬に顔を舐められまくります(後半ちょい自慢かも) 生後4ヶ月ほどのわんちゃんを飼っていますが...
2026/1/11 5:38,邦楽,lD非公開,0時間13分,0,3,0.231,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161357,令和でデビューした人で浜田省吾みたいな音楽を演るミュージシャンを教えてください？
2026/1/11 5:38,メイク、コスメ,a52136967,0時間13分,0,11,0.846,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161355,明日成人式なんですが、今日眉毛サロンに行くのはやめといた方がいいですか？ 前回(1年前くらい)眉毛サ...
2026/1/11 5:37,車検、メンテナンス,kat********,0時間14分,2,11,0.786,18.18,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161354,タイヤサイズについて。 トヨタTANKのタイヤ交換をしたいのですが、今付いているのが 165/60R...
2026/1/11 5:37,交通事故,shi********,0時間14分,0,5,0.357,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324161353,片側一車線の道路です。 反対側の車線に商店街の駐車場から入ろうとした 車が、ハンドルの切り方が甘く（...
2026/1/11 5:37,飲食店,leuk,0時間14分,0,0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161352,ハーフサイズ専門店とか、一口だけ専門店とか、少なめ量の専門店とか、そういう飲食店って、少食の人や高齢...
2026/1/11 5:37,大学受験,b6be243e0,0時間14分,0,1,0.071,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161351,Kパックについて 今回690点だったのですが本番ではどれくらいとれそうですか 理系です 受験 大学 ...
2026/1/11 5:37,恋愛相談、人間関係の悩み,aph********,0時間14分,0,4,0.286,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161350,三連休は無職がバレないから引きこもりや浪人生は元気になるんですか？
2026/1/11 5:36,恋愛相談,1151271628,0時間15分,3,30,2.0,10.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161347,彼氏以外の人とスキンシップしてしまいました。彼氏以外の男性に、肩を組んだり、腕を掴んで介抱してもらい...
2026/1/11 5:36,Google フォト,非公開,0時間15分,0,3,0.2,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161346,Googleフォトの写真を削除したらゴミ箱に入ってるのと入ってないのがあるのはなぜでしょうか？
2026/1/11 5:36,恋愛相談、人間関係の悩み,250123,0時間15分,2,15,1.0,13.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161345,学生です。自分の顔が嫌いです。 私は彼氏が出来たことがありません。 兄はいわゆるイケメンで、凄くモテ...
2026/1/11 5:36,大学受験,官職剥奪,0時間15分,0,3,0.2,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161344,早稲田文学部の国語はなぜあんなにも平均点が高いんですか？ 難易度的には早稲田の中でも難しい部類に感じ...
2026/1/11 5:36,恋愛相談、人間関係の悩み,☆☆☆☆☆☆☆☆☆☆,0時間15分,1,2,0.133,50.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324161342,ポケモンのマリィは好きですか？
2026/1/11 5:36,宗教,jce********,0時間15分,0,3,0.2,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324161341,聖書の「宮清め」の章は、どういう意味の逸話なんでしょうか？
2026/1/11 5:35,コミック,af2939600,0時間16分,4,10,0.625,40.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324161340,2023年頃に発売された漫画の新品が欲しいのですが、何か買う方法はないでしょうか？ 一通りの通販サイ...
2026/1/11 5:35,法律相談,Even,0時間16分,0,3,0.187,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324161339,親戚が影で糸を引いているのに、私の家族はその親戚をかなり信用してます。 その親戚は私を陥れて財産横取...
